Campaign_Type,Platform,Region,Impressions,Clicks,Conversions,Cost,Revenue,Duration_Days,Ad_Budget
advertisement,Google,Africa,4701,604,36,1384.656455,8056.332288,21,10959.36939
email,Twitter,Africa,3780,338,64,8781.871191,8909.924822,16,10052.71552
advertisement,LinkedIn,Europe,8398,294,38,2067.94553,6387.928316,16,13542.23582
social_media,Google,Asia,2588,777,29,2546.888609,10991.48419,25,17916.7028
email,Instagram,Africa,3368,321,34,5288.738237,11283.93836,7,6175.073266
social_media,Twitter,Africa,6789,160,79,7640.923737,12718.42686,16,6088.621971
advertisement,Twitter,Europe,1436,228,72,2251.019847,15634.46401,8,17754.76562
social_media,Google,Europe,3828,784,45,4960.639676,18591.51393,23,8192.751291
social_media,Google,Africa,2556,255,11,5345.66147,7066.011483,13,15031.29882
advertisement,LinkedIn,North America,8570,477,31,2910.570775,5815.221475,13,13143.17199
social_media,Facebook,Africa,8480,721,25,2040.02539,5277.968504,26,17493.40392
social_media,Google,Africa,1182,880,27,8527.788307,7154.320671,15,6876.333648
advertisement,Google,Europe,8190,967,78,5522.190848,14869.24229,28,6946.744486
social_media,Instagram,Europe,7687,889,63,1129.431124,15912.15617,8,13352.2754
advertisement,Twitter,Africa,6565,685,39,8226.831712,16797.5857,20,19195.6798
social_media,Facebook,Africa,8241,536,54,9827.144249,8655.623179,23,11224.96638
advertisement,Instagram,Africa,8651,306,28,6453.335759,9588.422199,7,9904.131504
advertisement,LinkedIn,Europe,6575,487,96,5533.375484,12247.01968,15,14100.33985
social_media,LinkedIn,Africa,2589,579,43,8905.742767,5947.746453,26,18956.72901
social_media,Google,Africa,9851,890,22,9572.651107,14167.12285,27,17553.91749
social_media,Google,South America,1159,986,52,7790.832243,19756.02551,25,19932.25416
email,LinkedIn,North America,7555,937,71,5009.076368,10412.09467,10,5338.528748
email,Google,Asia,9244,439,31,6329.992594,16292.71213,14,6692.872171
email,Facebook,North America,7846,968,61,7308.418285,12500.50873,19,14142.01645
advertisement,Google,South America,3307,439,61,2748.462139,6917.177665,10,17308.64659
social_media,Twitter,Asia,2228,303,45,5024.80929,13733.56173,15,9278.665135
advertisement,Google,Africa,8226,260,82,8468.391382,9498.114027,15,8588.166321
email,Instagram,South America,6590,639,28,6892.528136,5516.048127,28,16804.63699
social_media,Facebook,Africa,7919,491,47,4700.836605,14523.94595,24,5845.727808
advertisement,Instagram,Europe,6585,868,79,6970.262806,17883.98524,18,10540.73971
social_media,Instagram,South America,7046,776,88,2064.001709,10171.5465,16,12587.13834
advertisement,Twitter,Europe,5945,674,66,4613.478495,10854.43321,17,13405.23012
social_media,Facebook,South America,8927,633,29,8138.156842,18365.32524,13,15929.22735
email,Facebook,South America,8016,169,18,2984.579084,17204.1322,15,10322.68585
email,Facebook,Europe,8758,992,41,2673.653568,15724.29235,12,14190.26517
social_media,Facebook,Asia,6086,504,13,9557.367939,8731.955956,25,13780.63134
advertisement,Facebook,North America,8161,707,59,2889.078666,18653.24982,22,13214.24151
email,Twitter,Africa,2884,774,91,3348.267217,7316.236363,21,14607.2494
email,Google,South America,2809,690,14,9726.54345,14401.55779,13,8891.737566
email,Instagram,Africa,4167,616,29,7612.377132,5432.017708,22,6269.731304
social_media,Facebook,Europe,7352,927,96,7296.368797,14655.79709,11,6789.075081
social_media,Google,Africa,7056,219,84,8676.337455,9157.165278,22,8368.73574
advertisement,Google,Europe,3437,913,46,2042.40774,11745.15466,7,12502.96903
advertisement,Instagram,Africa,7468,789,31,7353.606129,10178.96828,25,17606.64126
advertisement,Twitter,North America,6951,787,67,5533.197484,7591.351344,11,15519.40013
social_media,LinkedIn,North America,6276,316,77,8462.355763,14329.71185,13,16835.60906
social_media,LinkedIn,North America,9859,155,53,5573.275468,18229.63333,25,10264.63436
advertisement,Google,North America,8818,465,43,6582.172188,19386.26363,28,11069.80612
advertisement,Instagram,North America,5728,798,86,5299.679138,7885.195447,11,10905.22829
social_media,LinkedIn,North America,3624,603,51,5303.430312,15760.59161,23,7878.097766
advertisement,Google,Europe,6738,843,18,7911.729803,14965.0905,28,5918.249872
email,Twitter,South America,5232,866,16,6657.097606,10150.66684,14,13863.74139
social_media,LinkedIn,Africa,6793,554,77,6699.368814,5286.48799,7,19838.25025
advertisement,Google,North America,5523,203,28,5052.542354,15346.86871,8,7502.445574
social_media,Google,Europe,6571,176,40,5779.985467,19182.42291,21,5700.272298
email,Facebook,Europe,3224,329,44,7711.458996,14481.80183,26,16692.97523
social_media,Twitter,Europe,9389,357,66,8433.468272,11529.39086,24,8788.7901
social_media,Facebook,South America,7091,363,94,7269.052619,12877.30841,17,17444.65708
social_media,Instagram,Africa,9662,430,70,9316.6569,7994.432115,16,15559.05001
social_media,Facebook,South America,7361,281,40,8382.916793,16258.16246,10,19185.10306
email,Facebook,Asia,2948,992,92,6056.774108,16196.29745,11,11133.90854
social_media,LinkedIn,Europe,8094,867,62,7042.654654,7182.759506,10,14929.54759
social_media,Google,Asia,7318,649,41,9336.774492,18169.67574,19,11972.82171
advertisement,Twitter,North America,4796,787,75,6572.512398,9037.846092,19,14458.83046
social_media,Facebook,North America,1234,126,68,8423.262532,19733.84091,24,11743.98359
advertisement,Twitter,South America,4607,375,19,7199.294532,10743.54521,8,7829.483696
email,Facebook,Africa,9043,751,11,5967.42725,7668.260881,22,12618.46124
email,Instagram,Asia,1522,398,75,3176.543759,10275.80167,7,12928.76302
email,Facebook,Africa,6904,898,69,4833.977675,11602.70493,25,17159.05772
email,LinkedIn,South America,5888,190,97,9709.685424,6039.616596,15,16032.81059
advertisement,Google,North America,6832,579,26,6919.888449,13673.27572,9,14956.87436
social_media,Instagram,Africa,8122,672,25,6079.558423,13964.4866,13,6700.806433
email,Facebook,Africa,6842,557,25,9396.60963,16083.95683,16,15809.24436
social_media,Twitter,North America,2316,550,55,6278.606029,5437.548384,7,12504.57735
advertisement,Instagram,Asia,2124,464,48,5734.742666,13118.57322,16,18411.49304
advertisement,Instagram,North America,6621,958,40,7833.797696,5793.611499,27,18798.06401
advertisement,Facebook,Africa,6423,774,97,7413.990571,15517.1633,15,5827.348859
email,Instagram,Asia,3587,450,10,2738.440076,5835.919786,21,17309.62341
social_media,Twitter,Asia,6672,754,20,5241.774471,18675.91773,21,5565.460856
social_media,Instagram,North America,2378,499,94,5252.638985,15531.2385,9,10507.54439
social_media,Twitter,Africa,4374,352,13,4404.020637,12610.84648,11,13134.49963
advertisement,Facebook,South America,2519,880,80,5655.641339,11622.55885,15,7221.511979
email,Google,Africa,6777,980,35,4717.96658,6960.089456,28,16194.70719
advertisement,Instagram,Europe,8935,902,59,2794.109405,9364.990843,15,5125.320563
advertisement,Google,South America,7093,558,21,4711.298385,18034.38658,29,7528.985727
social_media,Twitter,Asia,9418,798,90,1650.492528,18566.79217,13,13711.95245
advertisement,Instagram,South America,6355,598,84,6182.072765,5011.215626,29,15715.81343
social_media,LinkedIn,Asia,5968,607,74,8682.89094,13912.04587,18,18749.64654
email,Google,Asia,6574,403,56,7527.583759,15789.50914,15,15582.44978
social_media,Instagram,South America,5072,600,62,4243.54636,14281.20474,12,15076.68905
email,Google,Asia,3257,902,80,1783.64085,6225.196473,29,10915.1172
social_media,Instagram,Asia,9588,697,11,2819.344593,8265.873482,8,5019.266383
advertisement,Facebook,Europe,5424,265,33,5909.413064,8755.104011,15,6802.388881
advertisement,Google,Africa,4237,514,13,2863.51375,17475.86947,23,13018.31817
email,LinkedIn,Africa,4893,561,28,5895.758002,11947.99154,7,15126.94829
email,LinkedIn,Europe,3005,213,35,3084.391223,12302.42318,25,11261.72426
email,Twitter,South America,3016,532,84,8640.314825,19023.3957,12,15960.18517
social_media,Instagram,North America,2772,455,49,4575.443256,14556.28833,11,12827.93443
social_media,Google,North America,9353,794,59,3209.955634,18480.01552,8,6112.642934
email,Twitter,North America,4976,306,52,8310.935622,11847.63283,15,7880.243765
advertisement,Google,Europe,2751,867,84,4085.550683,7241.543878,20,17599.97335
social_media,Instagram,Europe,9967,334,76,2003.389191,18949.03391,10,15873.6912
social_media,LinkedIn,Asia,8430,541,21,6133.685423,11880.57674,10,18421.42981
social_media,Facebook,North America,8170,454,76,6234.07784,7724.471328,27,6763.358737
email,LinkedIn,South America,7469,614,36,7432.261077,9535.936105,21,19853.33802
email,Twitter,South America,4220,307,63,3161.974899,5762.038845,14,8141.100709
email,Facebook,North America,1539,808,75,4993.942052,12024.50887,10,5176.698144
email,Twitter,North America,2461,952,58,3541.311271,17796.92258,22,19961.34409
email,Instagram,North America,6184,224,25,1728.583625,19003.70684,27,9216.108282
advertisement,Facebook,Europe,9547,237,11,8889.524443,18989.03311,10,15020.29179
advertisement,Twitter,Europe,1234,438,69,7559.82824,6878.450384,22,7650.234713
email,Instagram,Europe,2548,636,63,3713.167535,10730.80824,28,13703.42798
social_media,LinkedIn,Africa,8480,167,39,6394.356936,5423.431395,18,18560.5248
email,Instagram,South America,5213,672,93,2811.374093,17827.48017,22,9802.717511
advertisement,Google,South America,2673,640,47,9012.129596,10381.33643,25,15053.80964
advertisement,Instagram,Asia,7708,482,37,2034.15709,14466.75542,14,7818.553832
social_media,Instagram,Europe,8982,118,34,1034.53431,15723.47657,12,14371.93098
advertisement,Google,Africa,3100,782,19,5518.07378,11447.67005,16,10046.75528
email,Twitter,Africa,4748,549,69,6248.150411,9596.635048,11,8168.123879
social_media,Twitter,South America,4173,173,51,6210.687883,19433.19365,24,9697.730761
email,Instagram,Europe,2815,672,49,1490.607347,19467.32338,16,7682.616028
email,Google,Asia,4841,764,86,3826.394262,9341.54552,16,18528.74162
social_media,Google,Europe,9016,375,51,5492.790522,12194.37645,13,10957.80329
email,LinkedIn,North America,8011,147,56,2949.212671,19592.66238,24,8679.189575
advertisement,Twitter,Europe,5493,310,46,8853.632969,5073.026115,7,11726.11762
email,Facebook,North America,1674,954,89,1783.983605,11190.17373,13,9808.042502
social_media,Twitter,North America,9088,750,31,5386.459975,6506.863245,27,16166.28881
social_media,Twitter,Asia,9578,721,66,7222.744518,12637.36948,7,19568.29868
social_media,LinkedIn,South America,3158,794,93,3355.759901,5370.049318,21,11570.50485
email,Facebook,Europe,3661,639,36,6618.166633,11103.47647,10,17915.501
social_media,LinkedIn,North America,3064,808,50,8464.466351,8310.486122,26,13487.9461
social_media,Facebook,Europe,4253,290,89,2713.032776,12999.62544,16,7358.534976
email,Instagram,South America,5979,414,43,9254.985326,19939.90474,29,15359.34113
advertisement,Facebook,South America,8703,662,41,5982.026794,17008.04158,15,12701.51746
email,LinkedIn,Africa,9931,760,99,3693.088039,17684.63137,8,14759.09785
social_media,Twitter,South America,2401,879,98,4877.724478,14528.97481,20,18345.31119
social_media,Facebook,Asia,4259,661,75,3809.726954,5623.397724,22,11606.51856
email,Facebook,North America,4923,999,21,7526.000439,8101.965141,7,18517.66435
advertisement,Google,Africa,5214,857,49,8166.705971,18875.96835,8,16260.03521
social_media,Twitter,Asia,4227,212,82,8496.436531,10491.69677,13,12329.07389
social_media,Instagram,Europe,3745,269,85,9871.914246,6554.550897,16,14048.33203
social_media,LinkedIn,North America,7091,567,99,8121.558632,15536.08049,28,9883.716988
email,Instagram,South America,4866,777,82,6412.456636,9491.865859,26,19753.9595
social_media,Twitter,North America,6818,113,19,4052.982686,9032.853694,7,15010.26745
advertisement,Facebook,Europe,3222,814,57,5901.359038,19969.66183,19,5657.702787
social_media,Facebook,Africa,3792,387,29,1369.613555,17872.08388,7,9899.328586
social_media,Twitter,Africa,5063,288,48,7703.42568,11119.06728,11,14349.71651
advertisement,Facebook,Africa,2524,254,69,5013.599906,19703.91812,22,5844.999167
social_media,Facebook,South America,9224,666,75,1180.209068,14751.69835,21,5358.26287
email,Facebook,Asia,7198,793,74,1562.562474,16130.33678,23,11750.36359
email,LinkedIn,Asia,5025,821,60,4487.198174,5472.695646,29,9990.352695
email,LinkedIn,North America,3566,987,45,6250.793671,6824.07889,22,11574.47912
advertisement,Google,South America,3803,570,33,5177.835541,14496.2769,19,8940.399648
social_media,Instagram,Africa,4709,174,36,6572.838856,18485.35974,17,7470.766204
email,Twitter,Africa,7155,376,11,5322.648329,14356.15589,23,15337.15035
advertisement,Twitter,Europe,1719,744,40,6955.334609,7010.373415,23,12718.56674
social_media,Twitter,Europe,7516,442,66,2972.134582,6736.400694,8,8002.313169
advertisement,Google,Africa,5579,524,87,2015.588685,17662.78844,19,9793.841394
email,LinkedIn,Africa,1972,670,75,6367.905592,7089.535081,20,13877.11861
email,Google,South America,4718,610,38,5362.205652,12803.47941,17,6083.440224
email,Twitter,Asia,8395,956,24,1241.808886,5556.699799,16,7211.795139
advertisement,Instagram,Europe,5402,281,21,4424.336969,6210.046511,9,6098.684062
advertisement,Facebook,Asia,5552,557,37,1955.130269,15085.22401,23,17184.75999
email,LinkedIn,South America,3207,950,93,5782.211486,15337.72116,21,16286.1385
advertisement,LinkedIn,Africa,5426,932,33,4561.999117,10122.0411,15,16299.69398
email,Google,Asia,7919,163,30,6518.3672,8234.146479,16,15744.88015
email,LinkedIn,Africa,9835,938,19,8250.419969,17205.65406,14,15040.78136
social_media,Twitter,Africa,9386,359,87,3697.018155,8256.548442,27,12154.87873
advertisement,Twitter,North America,9680,292,27,9658.918937,13130.40604,19,14634.17245
email,Google,Asia,3204,754,97,5820.710505,19523.13261,24,5575.423322
email,Twitter,Asia,6345,715,23,6564.617189,7217.786568,11,14321.96634
advertisement,Instagram,Africa,4276,505,43,7126.051359,19113.14401,12,16668.16558
social_media,Google,South America,2102,825,67,7000.583769,7743.395796,23,12505.37541
social_media,Instagram,North America,6243,853,85,5598.736687,13511.64812,17,10362.69993
email,Facebook,Africa,7614,820,31,4858.87862,10655.11568,26,9161.401022
advertisement,Instagram,Europe,9707,192,79,1484.037678,19473.92902,22,14642.03075
social_media,Facebook,Europe,6223,529,45,1198.772608,9103.130435,15,15392.01798
advertisement,Facebook,North America,9584,753,54,4221.650751,10994.87003,8,18064.514
advertisement,Instagram,South America,1630,533,45,4002.948016,19742.90177,11,10135.01124
email,Google,Africa,7683,503,31,4489.256394,13047.05587,7,16546.58461
social_media,Twitter,Asia,1277,533,87,2245.313808,12539.45173,10,13420.33736
email,Twitter,North America,1232,211,89,7643.514435,8866.677323,10,18242.54736
social_media,Facebook,South America,6690,474,70,8712.679733,15520.4534,28,12917.18162
social_media,Facebook,Asia,8659,158,65,9448.431718,5215.594277,9,12764.44743
social_media,Google,Europe,1025,142,98,5431.260732,5742.689446,15,13668.15622
social_media,LinkedIn,Europe,8468,306,42,7307.791292,13990.37881,28,16239.73033
social_media,Instagram,Asia,7410,879,54,8699.960111,10125.11861,29,19470.35718
advertisement,Facebook,North America,9652,395,45,4764.62,19299.74558,18,6103.450313
email,Twitter,Europe,4764,217,29,3784.715154,18547.86036,16,5801.519036
advertisement,Google,Africa,7599,631,27,9430.521003,15705.59388,8,19063.25506
social_media,Instagram,Asia,6102,321,47,5641.08896,17272.18372,17,12948.13438
email,Google,Asia,8006,265,76,5475.284979,15009.97775,16,14223.54522
social_media,Instagram,Europe,4483,742,32,2605.744869,6883.731541,28,12236.35402
email,Instagram,North America,2994,255,25,1973.395131,16483.15055,12,6404.861789
advertisement,Facebook,Africa,9682,283,68,8578.961762,8152.879531,24,16521.34068
email,Google,North America,2072,189,78,6527.198586,9851.642827,8,16208.36968
email,Google,South America,7707,193,77,3932.421256,17288.51318,8,9675.549822
email,Twitter,South America,1215,112,30,2725.625957,13047.88413,16,9593.588678
email,Twitter,Europe,8605,933,87,5999.475522,17899.11071,22,17567.62071
email,Facebook,Europe,3606,904,87,6255.273603,8195.529798,18,6085.358866
social_media,Facebook,Europe,9350,841,79,2862.942411,14116.67658,7,18216.57723
email,LinkedIn,South America,5781,933,21,8662.651731,6256.864588,27,8849.925348
email,Twitter,North America,4313,903,25,1758.379295,14645.9149,14,13894.77122
advertisement,Instagram,North America,8763,537,90,4204.837766,16438.01057,22,19039.91269
email,Google,Europe,6939,637,96,7123.459724,13773.96341,24,15171.83752
advertisement,Facebook,Africa,3295,686,23,3467.083274,8993.472522,19,11216.44719
social_media,Google,North America,6685,975,70,8449.076753,5470.140033,21,15343.01313
email,Google,South America,2696,910,80,7658.810439,6791.733259,27,10159.69454
advertisement,LinkedIn,Asia,2946,249,55,8101.205601,14334.54469,18,9158.876245
advertisement,Twitter,Asia,3783,759,41,2071.958823,19016.30325,14,19950.24917
social_media,Facebook,Asia,4644,107,24,2264.924152,8098.01606,16,16261.85347
email,Google,Africa,6241,128,53,3578.26364,16025.39224,20,14670.79966
email,Facebook,Europe,7420,395,26,5662.694487,17996.76595,11,10329.34465
advertisement,Instagram,South America,8557,820,50,7732.14469,12813.23268,24,5737.412437
email,LinkedIn,Africa,3645,739,63,8528.778017,15038.98694,25,5465.853141
advertisement,Instagram,South America,7589,439,53,7339.017844,17225.22975,21,13312.71883
email,Facebook,South America,7353,727,14,9357.371934,8910.127366,12,16430.49082
advertisement,Facebook,Europe,2932,538,36,7648.691587,9453.435114,17,13060.68786
email,Twitter,Asia,2757,243,96,3756.410983,5009.412749,27,17611.77608
social_media,Google,Europe,6085,929,87,3385.731559,19446.41196,17,5501.397996
email,Google,Africa,6637,846,88,7265.732053,18763.17342,26,10501.28115
email,Instagram,Africa,2116,618,52,2735.835118,16468.52396,26,8556.055868
social_media,LinkedIn,Africa,1492,144,40,1834.433297,6186.140315,27,11709.09452
email,Google,Europe,9811,338,26,5790.005874,11712.54335,24,6085.645898
social_media,Twitter,South America,8888,254,92,8394.774128,6528.37631,24,19311.97462
email,Instagram,South America,7474,280,63,1912.418582,5238.804009,16,8348.831016
advertisement,Instagram,North America,5958,314,71,8127.021914,14242.74448,8,18834.61663
advertisement,Twitter,Africa,3743,187,96,8304.148039,19412.44126,15,11388.39733
email,LinkedIn,South America,8866,355,41,5340.466001,18543.02035,20,19782.862
email,Twitter,North America,8160,610,49,1515.79279,15451.32222,25,13310.87575
email,LinkedIn,South America,6451,172,22,2571.308661,6449.608762,16,18962.49296
advertisement,Twitter,Africa,6258,278,93,7366.836476,9112.460565,29,5080.23483
email,Twitter,Asia,9548,311,44,7406.001505,9800.850903,10,16223.58209
advertisement,Facebook,Africa,8186,904,14,9085.197477,16447.25087,12,18545.7598
social_media,Instagram,Europe,7102,333,82,6244.175319,17033.73769,20,7095.808505
advertisement,Twitter,South America,1619,564,38,2116.966309,10776.59184,10,6441.887776
advertisement,Twitter,South America,1882,850,79,2092.73415,11268.25995,21,11368.58911
social_media,Google,Europe,9988,322,34,7490.191216,5667.635589,22,19005.18359
advertisement,Instagram,Europe,4642,730,31,2654.061986,9337.050776,13,13135.7984
email,Google,Asia,2296,924,75,3955.469497,11769.27766,23,12911.84696
email,Instagram,South America,9436,363,54,5384.908062,6754.745696,25,7116.891774
advertisement,Google,South America,3895,306,78,1222.883898,11799.01191,25,5011.842666
email,Twitter,Asia,7593,706,98,3239.371243,17797.63718,23,17152.10136
advertisement,Twitter,North America,1929,984,81,4671.006477,13719.8153,12,6313.618445
email,Facebook,Asia,6366,833,10,3516.726866,6183.947826,17,14507.74728
email,Google,Africa,9711,465,93,2227.332947,7875.069782,22,18719.24682
advertisement,LinkedIn,South America,4212,375,53,7552.11032,12118.16525,14,8129.778697
email,Facebook,Europe,3409,479,96,8318.328897,10422.30725,17,14979.09254
advertisement,Google,Africa,9199,842,84,3317.310785,10380.90529,13,6180.478651
email,Google,South America,4423,408,48,7969.775451,12939.01172,28,14056.32716
email,Facebook,Asia,7976,730,63,4469.98208,13765.93882,25,7458.975814
social_media,Twitter,Africa,8594,367,97,5560.172118,16952.92355,16,16039.30341
social_media,Google,South America,6158,884,84,8704.009674,10114.49845,15,9518.469422
advertisement,Twitter,North America,4667,163,38,7749.583136,17081.99425,10,11950.86513
social_media,Facebook,North America,6973,909,63,8246.051662,10079.16844,29,13991.45813
advertisement,Twitter,Europe,7236,449,99,2231.606499,5831.494834,21,7569.10116
social_media,Instagram,South America,9277,593,25,1627.474833,13312.81477,19,16124.56728
email,LinkedIn,North America,3468,622,29,9040.642562,13818.53487,8,9539.60511
advertisement,Google,Asia,7217,197,55,4490.508426,19018.10368,8,14935.5779
advertisement,LinkedIn,South America,4619,170,76,3590.917103,15890.91989,22,7374.24576
email,Twitter,Asia,2636,463,74,7522.266288,18766.58979,15,15321.76489
advertisement,Google,Asia,9155,669,67,8527.740369,18625.20815,19,6922.821092
advertisement,Twitter,North America,4583,901,62,8762.406597,14068.61165,9,11380.34744
social_media,Instagram,South America,5009,862,10,3843.97427,12916.43098,15,8708.091106
advertisement,Facebook,Africa,4326,375,90,8669.911521,13361.61451,19,16225.62874
email,Google,North America,9148,149,75,1368.405499,19674.96212,27,8930.525068
social_media,Instagram,North America,3217,457,38,1446.953423,16597.51538,28,18225.7596
social_media,Instagram,South America,5967,827,93,6611.672757,6593.988572,8,18377.30317
email,Google,South America,3369,663,79,1567.957322,16676.4261,14,7946.619728
email,Twitter,Asia,4638,882,17,3921.482517,7558.070733,15,14207.68918
social_media,Instagram,South America,6722,584,38,7054.803876,11710.25824,22,6315.764626
advertisement,LinkedIn,Asia,5444,183,60,4035.402064,8156.895083,8,10873.05649
social_media,Instagram,North America,8618,998,42,2616.398033,15343.74598,12,15699.82594
email,Twitter,Europe,4947,904,12,3532.155597,18159.64604,28,14891.3487
social_media,Twitter,Africa,2676,737,69,5118.17799,9355.428281,14,14370.51004
email,LinkedIn,North America,2196,907,44,5278.472698,6230.161118,11,9238.112955
social_media,Instagram,South America,3787,683,78,8047.002082,9477.396471,15,10670.37424
advertisement,Twitter,Africa,8432,395,85,7751.379065,15085.42787,7,6544.192171
social_media,Google,Europe,8927,335,93,5111.360241,9931.401913,15,15785.34231
social_media,Facebook,Europe,4318,155,29,8611.006142,9171.682513,16,12558.33195
email,Facebook,Asia,9858,459,82,2028.134247,7766.527859,29,15631.48449
email,Facebook,Africa,7689,209,48,3298.180152,12462.7464,10,8734.152872
email,Instagram,Asia,3176,291,13,8451.788172,9139.232422,9,9866.57343
social_media,LinkedIn,North America,4743,192,28,4401.946348,15965.15524,16,10013.23006
advertisement,Twitter,Africa,9792,961,54,9830.634029,6149.33603,21,5386.136146
email,Google,North America,5422,667,52,5196.279534,14960.4955,17,10115.71809
email,Google,Asia,4824,159,22,8127.420607,8563.400219,20,17049.5686
social_media,Instagram,Africa,3451,749,22,4620.763372,12339.18892,12,18459.47744
email,Facebook,Asia,1628,138,69,4824.581672,9291.34883,18,12773.27473
advertisement,Instagram,Africa,8778,639,66,4445.948326,15841.53014,19,11832.52543
advertisement,LinkedIn,Asia,4696,148,95,7471.680585,19179.6056,23,5462.36928
email,LinkedIn,Europe,4674,519,61,5927.660957,18756.15169,22,18188.06506
email,Twitter,Asia,4929,736,62,9494.003002,13751.39323,9,5195.153201
social_media,Twitter,Europe,3765,112,95,3258.012849,11939.15455,8,19171.2512
advertisement,LinkedIn,Asia,5369,135,52,1905.064589,17274.50764,17,12338.24373
advertisement,LinkedIn,Africa,9307,200,92,4539.353366,15249.89544,15,10129.0174
email,LinkedIn,Africa,5956,893,81,6550.414369,7753.461713,9,18863.27652
social_media,Instagram,Africa,1692,185,81,8747.190432,17313.7882,24,5365.864897
advertisement,LinkedIn,South America,4162,615,51,4115.77198,11433.26584,26,13721.37342
advertisement,Google,North America,2105,322,99,6884.08076,7834.7849,21,13233.98787
social_media,Facebook,Africa,4008,437,35,4151.788129,9226.960256,20,8289.806018
social_media,LinkedIn,Europe,3161,265,32,6554.976247,9012.905454,8,11433.31147
advertisement,Facebook,Africa,9345,482,52,8963.271523,12788.10462,23,14783.96009
advertisement,Instagram,South America,4699,955,86,3082.21878,8515.55136,28,15906.96795
social_media,Facebook,Europe,4786,994,37,4638.174779,6853.497311,14,5010.752881
advertisement,Instagram,South America,5200,475,18,9939.386768,6855.362759,16,19052.80145
email,Google,Europe,2913,570,29,8817.013254,13749.14296,24,7467.880586
email,Instagram,Asia,6520,889,65,6081.758721,16021.38933,25,8503.706513
social_media,Instagram,North America,2772,741,92,5649.648327,9822.995133,14,8952.101685
social_media,Twitter,North America,3780,130,48,3561.403441,5519.760647,14,5567.302048
social_media,LinkedIn,South America,8423,474,60,5654.884849,6908.373304,9,6845.781854
email,LinkedIn,North America,3871,110,21,8633.633485,18720.41841,9,19795.24884
advertisement,Google,South America,1660,401,88,7166.57062,12403.15489,18,9728.251061
email,Google,South America,7242,195,64,3610.396254,11803.59214,28,6729.516355
advertisement,LinkedIn,South America,2132,289,87,2813.175289,5570.737675,23,6604.868918
email,Twitter,North America,1699,552,20,3386.876833,15929.55533,10,15791.89952
advertisement,LinkedIn,South America,8470,291,35,2527.832813,12921.02121,23,17818.52996
email,Twitter,North America,7297,585,51,1860.766264,8031.214041,20,8854.284493
social_media,Google,South America,8812,365,36,4772.22557,6651.106403,25,5313.642685
email,Facebook,Africa,5557,523,20,2019.69644,10750.81795,15,8346.350277
advertisement,Google,South America,3179,227,47,2547.21302,17557.42946,27,5847.735362
email,Google,Europe,9275,337,52,5925.922159,17979.41839,18,6550.924049
email,Instagram,South America,2422,454,28,2481.393463,14042.69571,11,11472.6218
email,Instagram,Asia,4180,211,73,1574.917907,15913.04641,17,8448.775563
social_media,Instagram,South America,5316,927,15,3856.49965,6727.336811,26,12739.18818
email,Instagram,Europe,7696,545,55,2982.871888,13821.89098,9,8802.406299
social_media,Twitter,Europe,1614,442,51,5637.746692,15004.48555,27,19108.05952
social_media,LinkedIn,North America,5570,244,74,1921.303761,8010.692644,21,18589.15952
email,Facebook,Africa,1270,164,81,7765.937089,18202.32099,20,13502.09158
email,Google,South America,3468,346,68,9156.101675,7924.951063,17,10316.35988
email,Twitter,North America,4607,834,61,7690.916566,9702.160398,26,10717.20323
advertisement,Facebook,Africa,4075,589,56,5795.443337,14308.35271,14,11177.78425
email,Twitter,South America,1289,924,16,8746.010396,14575.25098,10,15913.68983
social_media,Twitter,Asia,9120,538,20,7254.265418,15490.77111,18,11774.58493
email,Google,South America,7614,205,70,1094.960102,6680.175696,14,17850.9492
advertisement,LinkedIn,Europe,4252,280,77,4546.811375,17741.96645,12,19161.42179
email,Instagram,Europe,8415,283,34,8658.567095,12992.70698,21,10039.1923
advertisement,LinkedIn,Asia,7771,325,21,4112.729722,12069.82691,18,13410.41722
advertisement,Google,North America,1278,876,35,1316.936562,19716.46437,22,6425.848052
email,Google,Africa,1580,889,21,7715.616747,16105.67445,22,8007.035716
social_media,Google,South America,5958,188,52,8218.344433,6770.090399,27,11201.9865
advertisement,Facebook,Europe,9445,787,60,2445.343255,16348.08751,26,8093.040739
email,LinkedIn,North America,5276,629,46,5836.064472,6428.73401,26,18148.40736
email,LinkedIn,Asia,8997,470,55,2727.598951,5412.058438,10,7374.293841
social_media,Twitter,Europe,5776,498,62,7473.109771,11054.38843,17,11834.91232
advertisement,Twitter,Asia,1824,205,97,3443.954097,19903.67259,19,14085.48861
advertisement,Twitter,South America,4832,370,89,3845.936103,7623.259043,15,15377.95862
email,Google,Africa,9891,930,22,8604.737683,15089.66515,10,10746.04055
email,LinkedIn,Europe,6445,602,98,5286.90117,7600.940993,18,18036.48603
social_media,Google,Europe,2380,778,63,7027.790061,15871.80462,15,13524.78727
social_media,Facebook,South America,7534,624,66,4621.357457,12580.30502,19,11592.61671
advertisement,Twitter,North America,4156,948,13,3682.061715,15199.57565,22,6008.609511
advertisement,Google,Africa,5307,131,84,6629.302544,8043.097639,12,11970.34203
email,Google,Europe,6634,492,58,2393.718167,16184.42499,16,17311.03761
advertisement,Facebook,Africa,9575,139,16,4356.99852,19934.28589,19,14218.11527
social_media,Instagram,Europe,6810,759,20,2881.333336,14984.75751,13,17482.43681
social_media,LinkedIn,Africa,9533,317,63,7262.154702,12402.19997,25,12410.17506
